[00:00.00 - 00:02.24] 就人现在是一个不称职的医生了
[51:49.94 - 51:50.94] 利用
[51:50.94 - 51:51.94] scale 這樣的能力
[51:51.94 - 51:52.94] 整個它配合
[51:52.94 - 51:53.94] 的各種能力
[51:53.94 - 51:54.94] 有這個
[51:54.94 - 51:55.94] 哈利斯
[51:55.94 - 51:56.94] 有做
[51:56.94 - 51:57.94] 因爲
[51:57.94 - 51:58.94] 這個能力之後
[51:58.94 - 51:59.94] 就是
[51:59.94 - 52:00.94] 愛愛個人的關係
[52:00.94 - 52:01.94] 我們要重新
[52:01.94 - 52:02.94] 思考的話
[52:02.94 - 52:03.94] 就是說
[52:03.94 - 52:04.94] 首先我早就跳出了
[52:04.94 - 52:05.94] 比如說
[52:05.94 - 52:06.94] 剛剛說的
[52:06.94 - 52:07.94] 先把你的領斷
[52:07.94 - 52:08.94] 我們的研發的
[52:08.94 - 52:09.94] 也要主導
[52:09.94 - 52:11.94] 那我們整個公司
[52:11.94 - 52:12.94] 在一些其他設備
[52:12.94 - 52:13.94] 比如說商業化
[52:13.94 - 52:14.94] 我們的宣傳
[52:14.94 - 52:15.94] 我們的
[52:15.94 - 52:16.94] 就是這些
[52:16.94 - 52:17.94] 事業對是不是
[52:17.94 - 52:18.94] 可以愛愛來主導
[52:18.94 - 52:19.94] 比如今天我來跟
[52:19.94 - 52:20.94] 跟數字聊天
[52:20.94 - 52:21.94] 是不是
[52:21.94 - 52:22.94] 愛愛來告訴我
[52:22.94 - 52:23.94] 再說什麼呢
[52:23.94 - 52:24.94] 這都是有可能
[52:24.94 - 52:25.94] 所以把後期
[52:25.94 - 52:26.94] 其實
[52:26.94 - 52:27.94] 跟愛愛的關係
[52:27.94 - 52:28.94] 可能要進一步思考
[52:28.94 - 52:29.94] 這個能變化
[52:29.94 - 52:30.94] 更多的事情
[52:30.94 - 52:31.94] 是不是讓愛愛
[52:31.94 - 52:32.94] 可以先以愛愛輔助
[52:32.94 - 52:33.94] 但這就是
[52:33.94 - 52:34.94] 理解為
[52:34.94 - 52:35.94] 你們世界
[52:35.94 - 52:36.94] 就是
[52:36.94 - 52:37.94] 你們在
[52:37.94 - 52:38.94] 實現
[52:38.94 - 52:39.94] 這種駕駛領域的
[52:39.94 - 52:40.94] Hannels之後
[52:40.94 - 52:41.94] 在更多的領域
[52:41.94 - 52:42.94] 可以實現這個事情
[52:42.94 - 52:43.94] 或做這個事情
[52:43.94 - 52:44.94] 其實Hannels
[52:44.94 - 52:45.94] 變成一個很關鍵的事情
[52:45.94 - 52:46.94] 這種就是
[52:46.94 - 52:47.94] 完全可以影響力到
[52:47.94 - 52:48.94] 其他部分
[52:48.94 - 52:49.94] 甚至都不具現有物理愛的
[52:49.94 - 52:50.94] 所以
[52:50.94 - 52:51.94] 核心的
[52:51.94 - 52:52.94] 大的技術
[52:52.94 - 52:53.94] 的變革
[52:53.94 - 52:54.94] 以及你們
[52:54.94 - 52:55.94] 自行內部的這個
[52:55.94 - 52:56.94] 技術
[52:56.94 - 52:57.94] 也到了一定程度
[52:57.94 - 52:58.94] 所以它可以
[52:58.94 - 52:59.94] 它是時候打開一個
[52:59.94 - 53:00.94] 新的線線
[53:00.94 - 53:01.94] 或者是一個新的一個階段
[53:01.94 - 53:02.94] 對
[53:02.94 - 53:03.94] 例如這個
[53:03.94 - 53:04.94] 工作還在
[53:04.94 - 53:05.94] 積蓋能力階段
[53:05.94 - 53:06.94] 當中核心的時候
[53:06.94 - 53:07.94] 可能再跟大家分享
[53:07.94 - 53:08.94] 但是我覺得
[53:08.94 - 53:09.94] 這個空間
[53:09.94 - 53:10.94] 可早已不具現在
[53:10.94 - 53:11.94] 首先
[53:11.94 - 53:12.94] 肯定不只居然在
[53:12.94 - 53:13.94] 物理愛的這個
[53:13.94 - 53:14.94] 一個應用
[53:14.94 - 53:15.94] 但是
[53:15.94 - 53:16.94] 甚至
[53:16.94 - 53:17.94] 兩個維度
[53:17.94 - 53:18.94] 一是應用角度
[53:18.94 - 53:19.94] 當不只覺得
[53:19.94 - 53:20.94] 我來一個
[53:20.94 - 53:21.94] 還可以
[53:21.94 - 53:22.94] 其他很多物理
[53:22.94 - 53:23.94] 物理
[53:23.94 - 53:24.94] 但另外就是
[53:24.94 - 53:25.94] 我們跟愛愛的關係
[53:25.94 - 53:26.94] 這個
[53:26.94 - 53:27.94] 也已經不具現
[53:27.94 - 53:28.94] 在大家
[53:28.94 - 53:29.94] 輔助
[53:29.94 - 53:30.94] 什麼樣的階段了
[53:30.94 - 53:31.94] 對我愛愛
[53:31.94 - 53:32.94] 自行這個
[53:32.94 - 53:33.94] 不具現於行
[53:34.94 - 53:35.94] 經過了一個
[53:35.94 - 53:36.94] 2.0的
[53:36.94 - 53:38.94] 新的時候
[53:38.94 - 53:39.94] 我覺得
[53:41.94 - 53:42.94] 從一個點
[53:42.94 - 53:43.94] 做一突破
[53:43.94 - 53:44.94] 做一基礎
[53:44.94 - 53:45.94] 這也是
[53:45.94 - 53:46.94] 我覺得
[53:46.94 - 53:47.94] 我更
[53:47.94 - 53:48.94] 以這一種
[53:48.94 - 53:49.94] 我覺得
[53:49.94 - 53:50.94] 更本土做事的方式
[53:50.94 - 53:51.94] 知道不矛盾
[53:51.94 - 53:52.94] 但是
[53:52.94 - 53:53.94] 也沒有人說
[53:53.94 - 53:54.94] 名字就限制
[53:54.94 - 53:55.94] 它這樣來的
[53:55.94 - 53:56.94] 只有的影響
[53:56.94 - 53:57.94] 對
[53:57.94 - 53:58.94] 然後其實
[53:58.94 - 53:59.94] 我想表達的是
[53:59.94 - 54:00.94] 說
[54:00.94 - 54:01.94] 像現來
[54:01.94 - 54:03.94] 打開了更大的空間
[54:03.94 - 54:04.94] 對於空間的
[54:04.94 - 54:05.94] 想像
[54:05.94 - 54:06.94] 你們一直是
[54:06.94 - 54:07.94] 以這種工程化
[54:07.94 - 54:08.94] 去落地
[54:08.94 - 54:09.94] 去時間的
[54:09.94 - 54:10.94] 這個
[54:10.94 - 54:11.94] 駐車的團隊
[54:11.94 - 54:12.94] 或者是一個
[54:12.94 - 54:13.94] 很誤實的團隊
[54:13.94 - 54:14.94] 面對這麼大的空間
[54:14.94 - 54:15.94] 先做什麼
[54:15.94 - 54:16.94] 先
[54:16.94 - 54:17.94] 不做什麼
[54:17.94 - 54:18.94] 先做什麼
[54:18.94 - 54:19.94] 後做什麼
[54:19.94 - 54:20.94] 有沒有
[54:20.94 - 54:21.94] 什麼樣的標準
[54:21.94 - 54:22.94] 會有沒有
[54:22.94 - 54:23.94] 出步的這個想法
[54:23.94 - 54:24.94] 我覺得
[54:24.94 - 54:25.94] 很重要性的
[54:25.94 - 54:26.94] 其實能力
[54:26.94 - 54:27.94] 積累
[54:27.94 - 54:28.94] 和是一做什麼
[54:28.94 - 54:29.94] 這兩個事情
[54:29.94 - 54:30.94] 解斷
[54:30.94 - 54:31.94] 就能力要進行程度
[54:31.94 - 54:32.94] 它能真正上有意義的
[54:32.94 - 54:33.94] 做一些事情
[54:33.94 - 54:34.94] 就這個
[54:34.94 - 54:35.94] 增加了領域
[54:35.94 - 54:36.94] 這本啊
[54:36.94 - 54:37.94] 這麼就是
[54:37.94 - 54:38.94] 輪的車
[54:38.94 - 54:39.94] 安全性要足夠的好
[54:39.94 - 54:40.94] 成本啊
[54:40.94 - 54:41.94] 就足夠好
[54:41.94 - 54:42.94] 然後整個體驗
[54:42.94 - 54:43.94] 服務填好之後
[54:43.94 - 54:44.94] 才能真正開啟
[54:44.94 - 54:45.94] 有意義的這種商業化
[54:45.94 - 54:46.94] 其他領域
[54:46.94 - 54:47.94] 其實
[54:47.94 - 54:48.94] 甚至比
[54:48.94 - 54:49.94] 自人家還要
[54:49.94 - 54:50.94] 要求高
[54:50.94 - 54:51.94] 如果你開啟
[54:51.94 - 54:52.94] 畢竟出行領域
[54:52.94 - 54:53.94] 它是一個程序領域
[54:53.94 - 54:54.94] 其他領域
[54:54.94 - 54:55.94] 如果是
[54:55.94 - 54:56.94] 進入不程序
[54:56.94 - 54:57.94] 的商業領域
[54:57.94 - 54:58.94] 它對能力的
[54:58.94 - 55:00.94] 會把主要的經歷
[55:00.94 - 55:01.94] 放在能力建設上
[55:01.94 - 55:02.94] 就建設在能力
[55:02.94 - 55:03.94] 然後在
[55:03.94 - 55:04.94] 在
[55:04.94 - 55:05.94] 真正合適的機會
[55:05.94 - 55:06.94] 能夠
[55:06.94 - 55:07.94] 就說
[55:07.94 - 55:08.94] 應該說
[55:08.94 - 55:09.94] 一次出手
[55:09.94 - 55:10.94] 就每不同的出手
[55:10.94 - 55:11.94] 都能夠
[55:11.94 - 55:12.94] 達到很成功
[55:12.94 - 55:13.94] 我這樣
[55:13.94 - 55:14.94] 就是說
[55:14.94 - 55:15.94] 有一些
[55:15.94 - 55:16.94] 其實沒想好
[55:16.94 - 55:17.94] 或者不清楚
[55:17.94 - 55:18.94] 一家嘗試
[55:18.94 - 55:19.94] 這個其實
[55:19.94 - 55:20.94] 並不是
[55:20.94 - 55:21.94] 非常好的
[55:21.94 - 55:22.94] 真正
[55:22.94 - 55:23.94] 也要應找
[55:23.94 - 55:24.94] 做事
[55:24.94 - 55:25.94] 做事
[55:25.94 - 55:26.94] 做事
[55:26.94 - 55:27.94] 做事
[55:27.94 - 55:28.94] 比如說
[55:28.94 - 55:29.94] 我們在某個領域裡面
[55:29.94 - 55:30.94] 像我們中央駕駛
[55:30.94 - 55:31.94] 它可能是
[55:31.94 - 55:32.94] 這個
[55:32.94 - 55:33.94] 規則
[55:33.94 - 55:34.94] 和這個
[55:34.94 - 55:35.94] 相對清晰的
[55:35.94 - 55:36.94] 那就是
[55:36.94 - 55:37.94] 相對
[55:37.94 - 55:38.94] 然後
[55:38.94 - 55:39.94] 可能在別的一些
[55:39.94 - 55:40.94] 領域裡面
[55:40.94 - 55:41.94] 有類似的
[55:41.94 - 55:42.94] 規則
[55:42.94 - 55:43.94] 或邊界
[55:43.94 - 55:44.94] 比較清晰的
[55:44.94 - 55:45.94] 類似我們領域
[55:45.94 - 55:46.94] 我們可以
[55:46.94 - 55:47.94] 能力復用
[55:47.94 - 55:48.94] 或者是
[55:48.94 - 55:49.94] 能力可以
[55:49.94 - 55:50.94] 更快進入的
[55:50.94 - 55:51.94] 總幹嗎
[55:51.94 - 55:52.94] 整個物理
[55:52.94 - 55:53.94] 可能是
[55:53.94 - 55:54.94] 反的
[55:54.94 - 55:55.94] 就是說
[55:55.94 - 55:56.94] 其實隨著
[55:56.94 - 55:58.94] 能力的單獨提升
[55:58.94 - 55:59.94] 其實
[55:59.94 - 56:00.94] 在整個
[56:00.94 - 56:01.94] 能力形成上
[56:01.94 - 56:02.94] 並不是主要方向
[56:02.94 - 56:03.94] 就是
[56:03.94 - 56:04.94] 印象
[56:04.94 - 56:05.94] 基礎模型
[56:05.94 - 56:06.94] 真沒有專門
[56:06.94 - 56:07.94] 做物理活動
[56:07.94 - 56:08.94] 化型模型
[56:08.94 - 56:09.94] 數型模型
[56:09.94 - 56:10.94] 但是
[56:10.94 - 56:11.94] 它就放在一起
[56:11.94 - 56:12.94] 其實
[56:12.94 - 56:13.94] 其實
[56:13.94 - 56:14.94] 本來是這個
[56:14.94 - 56:15.94] 先說
[56:15.94 - 56:16.94] 我們
[56:16.94 - 56:17.94] 有個發展
[56:17.94 - 56:18.94] 比如說
[56:18.94 - 56:19.94] 剛好
[56:19.94 - 56:20.94] 剛好
[56:20.94 - 56:21.94] 怎麼開程
[56:21.94 - 56:24.22] 那是靠外面學出來的
[56:24.22 - 56:25.22] 我和剛好
[56:25.22 - 56:26.22] 的開程
[56:26.22 - 56:27.22] 就是
[56:27.22 - 56:28.22] 在7分場景的能力
[56:28.22 - 56:29.22] 其實是它
[56:29.22 - 56:30.22] 更專惡的場景
[56:30.22 - 56:31.22] 這種學習出來的
[56:31.22 - 56:32.22] 就現在
[56:32.22 - 56:33.22] 與來講
[56:33.22 - 56:34.22] 它其實
[56:34.22 - 56:35.22] 還是有能力
[56:35.22 - 56:36.22] 然後能夠
[56:36.22 - 56:37.22] 把這個能力
[56:37.22 - 56:38.22] 在這個裡面去
[56:38.22 - 56:39.22] 實現一個
[56:39.22 - 56:40.22] 應用
[56:40.22 - 56:42.22] 或者是
[56:42.22 - 56:43.22] 能夠實現
[56:43.22 - 56:44.22] 能夠
[56:44.22 - 56:45.22] 達到你們的這個目標
[56:45.22 - 56:46.22] 達到這個事情
[56:46.22 - 56:47.22] 則能達到
[56:47.22 - 56:48.22] 條板
[56:48.22 - 56:49.22] 非常高
[56:49.22 - 56:50.22] 它其實
[56:50.22 - 56:51.22] AI
[56:51.22 - 56:52.22] 如果有一天
[56:52.22 - 56:53.22] 操作物理世界的話
[56:53.22 - 56:54.22] 講的是
[56:54.22 - 56:55.22] 是不同的
[56:55.22 - 56:56.22] 所以
[56:56.22 - 56:57.22] 並不是原因
[56:57.22 - 56:58.22] 這個場景
[56:58.22 - 56:59.22] 就是因為
[56:59.22 - 57:00.22] 很多公司的
[57:00.22 - 57:01.22] 業務
[57:01.22 - 57:02.22] 新的這個判刑
[57:02.22 - 57:03.22] 它是先看
[57:03.22 - 57:04.22] 這種這個場景
[57:04.22 - 57:05.22] 或者是應用
[57:05.22 - 57:06.22] 它再去介紹能力
[57:06.22 - 57:07.22] 那你剛才表達的可能
[57:07.22 - 57:09.22] 還是要基於這個能力
[57:09.22 - 57:10.22] 那對於你們自己
[57:10.22 - 57:11.22] 能力而言
[57:11.22 - 57:12.22] 自己的評價的標準
[57:12.22 - 57:13.22] 是什麼
[57:13.22 - 57:14.22] 那不是
[57:14.22 - 57:15.22] 也有
[57:15.22 - 57:17.22] 類似的
[57:17.22 - 57:18.22] 類似的這種
[57:18.22 - 57:19.22] 比如說
[57:19.22 - 57:20.22] 我們面對
[57:20.22 - 57:21.22] AI領域
[57:21.22 - 57:22.22] 我覺得
[57:22.22 - 57:23.22] 首先
[57:23.22 - 57:25.22] 我不想再重新
[57:25.22 - 57:26.22] 一把
[57:26.22 - 57:27.22] 就是
[57:27.22 - 57:28.22] AI在向人學習
[57:28.22 - 57:29.22] 就被人差
[57:29.22 - 57:30.22] 達到跟人差不多
[57:30.22 - 57:31.22] 跟人差不多
[57:31.22 - 57:32.22] 超越人
[57:32.22 - 57:33.22] 和超越人之後
[57:33.22 - 57:34.22] 再進步
[57:34.22 - 57:35.22] 這個階段
[57:35.22 - 57:36.22] 可能在
[57:36.22 - 57:37.22] 物理AI領域
[57:37.22 - 57:38.22] 或者在整理
[57:38.22 - 57:39.22] 都是
[57:39.22 - 57:40.22] 都是
[57:40.22 - 57:41.22] 只要
[57:41.22 - 57:42.22] 持續發生
[57:42.22 - 57:43.22] 而且我之前
[57:43.22 - 57:44.22] 怎麼分
[57:44.22 - 57:45.22] 也說明了
[57:45.22 - 57:46.22] 人從
[57:46.22 - 57:47.22] 若與AI
[57:47.22 - 57:48.22] 從
[57:48.22 - 57:49.22] 若與人
[57:49.22 - 57:50.22] 到接近人
[57:50.22 - 57:51.22] 和接近人
[57:51.22 - 57:52.22] 到超越人
[57:52.22 - 57:53.22] 超越人在我前走
[57:53.22 - 57:54.22] 這三段的
[57:54.22 - 57:55.22] 改變
[57:55.22 - 57:56.22] 才能真正到下一個階段
[57:56.22 - 57:57.22] 我覺得
[57:57.22 - 57:58.22] 物理AI
[57:58.22 - 57:59.22] 會經歷這個
[57:59.22 - 58:00.22] 今天我看到
[58:00.22 - 58:01.22] 正多
[58:01.22 - 58:02.22] 其實還在第一個階段
[58:02.22 - 58:03.22] 就是他們
[58:03.22 - 58:04.22] 看到很多
[58:04.22 - 58:05.22] 其實是不如人的
[58:05.22 - 58:06.22] 但其實
[58:06.22 - 58:07.22] 它還要在
[58:07.22 - 58:08.22] 這時候的
[58:08.22 - 58:09.22] 其實用的
[58:09.22 - 58:10.22] 我們
[58:10.22 - 58:11.22] 更早年
[58:11.22 - 58:12.22] 茫茫學習的很多的思路
[58:12.22 - 58:13.22] 但往下怎麼走
[58:13.22 - 58:14.22] 其實我們當然
[58:14.22 - 58:15.22] 因為這個經驗
[58:15.22 - 58:16.22] 沒可以把
[58:16.22 - 58:17.22] 下的
[58:17.22 - 58:18.22] 但我覺得
[58:18.22 - 58:20.22] 一定不會躲開這個階段
[58:20.22 - 58:21.22] 說到這個階段
[58:21.22 - 58:22.22] 就是你的
[58:22.22 - 58:23.22] 大家也
[58:23.22 - 58:24.22] 就是某種意義上
[58:24.22 - 58:25.22] 都在評價說
[58:25.22 - 58:26.22] 它就是一個
[58:26.22 - 58:27.22] 十年前的
[58:27.22 - 58:28.22] 這種駕駛
[58:28.22 - 58:29.22] 你現在
[58:29.22 - 58:30.22] 你是一個十年前的
[58:30.22 - 58:31.22] 過來著
[58:31.22 - 58:32.22] 然後你覺得
[58:32.22 - 58:33.22] 你怎麼看
[58:33.22 - 58:34.22] 他們這個階段裡面
[58:34.22 - 58:35.22] 會遇到的
[58:35.22 - 58:36.22] 一定會遇到的
[58:36.22 - 58:37.22] 然後一定會遇到的問題
[58:37.22 - 58:38.22] 我確實
[58:38.22 - 58:39.22] 剛好說
[58:39.22 - 58:40.22] 那幾個階段
[58:40.22 - 58:41.22] 他們就一會經歷過
[58:41.22 - 58:42.22] 他們會走到一個
[58:42.22 - 58:43.22] 化粘粘的狀態
[58:43.22 - 58:45.22] 要開始做一個強化的狀態
[58:45.22 - 58:46.22] 但是我感覺
[58:46.22 - 58:47.22] 就說你沒有走啊
[58:47.22 - 58:48.22] 那個階段
[58:48.22 - 58:49.22] 我也沒法說服
[58:49.22 - 58:50.22] 你是這個情況
[58:50.22 - 58:51.22] 而且確實我剛說嘛
[58:51.22 - 58:52.22] 就這樣
[58:52.22 - 58:53.22] 盡快走到這個階段
[58:53.22 - 58:54.22] 然後那時候
[58:54.22 - 58:55.22] 要一個開放的心態
[58:55.22 - 58:56.22] 真正接觸一種
[58:56.22 - 58:57.22] 完全不同的做法
[58:57.22 - 58:58.22] 你就不同的訓練
[58:58.22 - 58:59.22] 犯事讓他進步
[58:59.22 - 59:00.22] 因為有一天
[59:00.22 - 59:01.22] 他被人好很多
[59:01.22 - 59:02.22] 我們再怎麼讓他提升
[59:02.22 - 59:03.22] 就會經歷可能
[59:03.22 - 59:04.22] 今天這樣的進步
[59:04.22 - 59:05.22] 這這些事情
[59:05.22 - 59:06.22] 都會發生
[59:06.22 - 59:07.22] 就過程無法遇怨
[59:07.22 - 59:08.22] 就是你
[59:08.22 - 59:09.22] 比如說我們
[59:09.22 - 59:10.22] 你明知道他們
[59:10.22 - 59:11.22] 可能會在某個地方
[59:11.22 - 59:12.22] 需要改變
[59:12.22 - 59:13.22] 那是他一定要經歷
[59:13.22 - 59:14.22] 那個過程
[59:14.22 - 59:15.22] 或者說
[59:15.22 - 59:16.22] 只有經歷的時候
[59:16.22 - 59:17.22] 才可能真正知道
[59:17.22 - 59:18.22] 會願意去改變
[59:18.22 - 59:19.22] 或者真正知道
[59:20.22 - 59:21.22] 就算你們現在
[59:21.22 - 59:23.22] 打開了新的空間
[59:23.22 - 59:24.22] 然後可以做
[59:24.22 - 59:25.22] 更大的更多的事情了
[59:25.22 - 59:26.22] 我不知道
[59:26.22 - 59:27.22] 說對於你們
[59:27.22 - 59:28.22] 研究你們現在
[59:28.22 - 59:29.22] 是一個上司的狀態
[59:29.22 - 59:30.22] 他會有改變
[59:30.22 - 59:31.22] 嗎對於跟你們
[59:31.22 - 59:32.22] 之前那個相比
[59:32.22 - 59:33.22] 我就算是
[59:33.22 - 59:34.22] 本質還是
[59:34.22 - 59:35.22] 做更有價值的事情
[59:35.22 - 59:36.22] 這應該是如此
[59:36.22 - 59:37.22] 但上次想說
[59:37.22 - 59:38.22] 我仍然覺得
[59:38.22 - 59:39.22] 就是說
[59:39.22 - 59:40.22] 本身的商業化
[59:40.22 - 59:41.22] 就縱價是
[59:41.22 - 59:42.22] 也還在發展的
[59:42.22 - 59:43.22] 應該說非常好的
[59:43.22 - 59:44.22] 手應該商業
[59:44.22 - 59:45.22] 一塊一塊進展最快的時候
[59:45.22 - 59:46.22] 那本身
[59:46.22 - 59:47.22] 這個應該
[59:47.22 - 59:48.22] 也是這個小馬
[59:48.22 - 60:13.22] 一個主要的一個增長
[60:13.22 - 60:14.22] 所以它會對我們
[60:14.22 - 60:15.22] 很多的
[60:15.22 - 60:16.22] 甚至
[60:16.22 - 60:17.22] 改變
[60:17.22 - 60:18.22] 都不用說技術
[60:18.22 - 60:19.22] 人等的關係
[60:19.22 - 60:20.22] 發生巨大的變化
[60:20.22 - 60:21.22] 那麼其實
[60:21.22 - 60:22.22] 跟著這個變化
[60:22.22 - 60:23.22] 應該也是
[60:23.22 - 60:24.22] 所有要死亡
[60:24.22 - 60:25.22] 要存活下來
[60:25.22 - 60:26.22] 公司
[60:26.22 - 60:27.22] 必須要做的事情
[60:27.22 - 60:28.22] 對於你們
[60:28.22 - 60:29.22] 這種變化
[60:29.22 - 60:30.22] 它會影響你們
[60:30.22 - 60:31.22] 這個
[60:31.22 - 60:32.22] 創新的方式
[60:32.22 - 60:33.22] 或者對於你們之前
[60:33.22 - 60:34.22] 有什麼不同的
[60:34.22 - 60:35.22] 我記得你們做
[60:35.22 - 60:36.22] 想把字卡的時候
[60:36.22 - 60:37.22] 好像就是
[60:37.22 - 60:38.22] 很少的幾個人
[60:38.22 - 60:39.22] 然後嘗試了一下
[60:39.22 - 60:40.22] 然後work了
[60:40.22 - 60:41.22] 然後現在
[60:41.22 - 60:42.22] 它還會是這種狀態
[60:42.22 - 60:43.22] 或者是
[60:43.22 - 60:44.22] 它會有什麼
[60:44.22 - 60:45.22] 而且效果上可能
[60:45.22 - 60:46.22] 真的是如雲所說
[60:46.22 - 60:47.22] 也事情我們可能
[60:47.22 - 60:48.22] 不用花太多
[60:48.22 - 60:49.22] 今天就可以試一下
[60:49.22 - 60:50.22] 就可以證明它的work
[60:50.22 - 60:51.22] 但是
[60:51.22 - 60:52.22] 更關鍵的點
[60:52.22 - 60:53.22] 還是這個
[60:53.22 - 60:54.22] 就是說
[60:54.22 - 60:55.22] 做這些事情的人
[60:55.22 - 60:57.22] 它所發揮的作用
[60:57.22 - 60:58.22] 所供應的方式
[60:58.22 - 60:59.22] 發生的變化
[60:59.22 - 61:00.22] 其實剛剛
[61:00.22 - 61:01.22] 你說那個
[61:01.22 - 61:02.22] 我不同意
[61:02.22 - 61:03.22] 就是說
[61:03.22 - 61:04.22] 就訓練開始出來
[61:04.22 - 61:05.22] 當訓練家校的
[61:05.22 - 61:06.22] 那個
[61:06.22 - 61:07.22] 市民
[61:07.22 - 61:08.22] 那個
[61:08.22 - 61:09.22] 什麼
[61:09.22 - 61:10.22] 變成那個數據
[61:10.22 - 61:11.22] 這兩個變化
[61:11.22 - 61:12.22] 其實並不是說
[61:12.22 - 61:13.22] 這樣的變化
[61:13.22 - 61:14.22] 這個過程
[61:14.22 - 61:15.22] 以後還會具體
[61:15.22 - 61:16.22] 發生更多這樣的變化
[61:16.22 - 61:17.22] 但是這個變化
[61:17.22 - 61:18.22] 大家的效果可能確實
[61:18.22 - 61:19.22] 是作為新的東西
[61:19.22 - 61:20.22] 可能需要的時間會更短
[61:20.22 - 61:21.22] 所以其實就是
[61:21.22 - 61:22.22] 在這個階段
[61:22.22 - 61:23.22] 這種
[61:23.22 - 61:24.22] 整個AI關係
[61:24.22 - 61:25.22] 發生巨大
[61:25.22 - 61:26.22] 轉別的時刻
[61:26.22 - 61:27.22] 就是什麼樣的人
[61:27.22 - 61:28.22] 才就那種
[61:28.22 - 61:29.22] 訓馬的人
[61:29.22 - 61:30.22] 才它其實
[61:30.22 - 61:31.22] 變得更加的
[61:31.22 - 61:32.22] 正規或者
[61:32.22 - 61:33.22] 變得更加細缺了
[61:33.22 - 61:34.22] 哈利斯這個詞馬
[61:34.22 - 61:35.22] 翻譯得變得好
[61:35.22 - 61:36.22] 就馬安馬這個意思
[61:36.22 - 61:37.22] 就是
[61:37.22 - 61:38.22] 現在的馬
[61:38.22 - 61:39.22] 真的就是
[61:39.22 - 61:40.22] 難當越來越大
[61:40.22 - 61:41.22] 就越來越野的
[61:41.22 - 61:42.22] 脫江野馬
[61:42.22 - 61:43.22] 它按照你的意志
[61:43.22 - 61:44.22] 但是就方程讓它
[61:44.22 - 61:45.22] 能夠
[61:45.22 - 61:46.22] 又能夠再一所控
[61:46.22 - 61:47.22] 又能夠知道
[61:47.22 - 61:48.22] 如何自我自己演技
[61:48.22 - 61:49.22] 然後做得更好
[61:49.22 - 61:50.22] 這也能力應該是
[61:50.22 - 61:51.22] 至少在今天的
[61:51.22 - 61:52.22] 有點最至關狀
[61:52.22 - 61:53.22] 也是這樣
[61:53.22 - 61:54.22] 就是人還是手藥的
[61:54.22 - 61:55.22] 或者是一些
[61:55.22 - 61:56.22] 優秀的
[61:56.22 - 61:57.22] 有這個能力的
[61:57.22 - 61:58.22] 對
[61:58.22 - 61:59.22] 那現在
[61:59.22 - 62:00.22] 整個好貴啊
[62:00.22 - 62:01.22] 我記得
[62:01.22 - 62:02.22] 我記得
[62:02.22 - 62:03.22] 幾年前
[62:03.22 - 62:04.22] 你們在笑著著著
[62:04.22 - 62:05.22] 就是
[62:05.22 - 62:06.22] 其實它的價值是不同
[62:06.22 - 62:07.22] 那貴是相對的
[62:07.22 - 62:08.22] 如果同樣
[62:08.22 - 62:09.22] 能產生跟它價值
[62:09.22 - 62:10.22] 那自然
[62:10.22 - 62:11.22] 就各有更大的這個
[62:11.22 - 62:12.22] 你就會吧
[62:12.22 - 62:13.22] 就談到更多的
[62:13.22 - 62:14.22] 相應對應的
[62:14.22 - 62:15.22] 合理的回報了
[62:15.22 - 62:16.22] 這個是
[62:16.22 - 62:17.22] 正常發展的過程
[62:17.22 - 62:18.22] 所以你認可這個
[62:18.22 - 62:19.22] 或者是現在
[62:19.22 - 62:20.22] 大家含有裡面
[62:20.22 - 62:21.22] AI的這個
[62:21.22 - 62:22.22] 人才裡面
[62:22.22 - 62:23.22] 比如說用
[62:23.22 - 62:24.22] 就可能是足球
[62:24.22 - 62:25.22] 明顯一樣的這個
[62:25.22 - 62:26.22] 待運你覺得是非常合理
[62:26.22 - 62:27.22] 或非常
[62:27.22 - 62:28.22] 就是
[62:28.22 - 62:29.22] 就有這個上一的這個
[62:29.22 - 62:30.22] 薪水啊
[62:30.22 - 62:31.22] 就是
[62:31.22 - 62:32.22] 所以這個
[62:32.22 - 62:33.22] 有時間階段的區別
[62:33.22 - 62:34.22] 但整體來說
[62:34.22 - 62:35.22] 確實
[62:35.22 - 62:36.22] 以後會有
[62:36.22 - 62:37.22] 更少人
[62:37.22 - 62:38.22] 還有做更多的貢獻
[62:38.22 - 62:39.22] 這個確實
[62:39.22 - 62:40.22] 是正常的發展趨勢
[62:40.22 - 62:41.22] 它的貢獻角度
[62:41.22 - 62:42.22] 薪水其實
[62:42.22 - 62:43.22] 有貪名的區別
[62:43.22 - 62:44.22] 就像這個
[62:44.22 - 62:45.22] 任何時候
[62:45.22 - 62:46.22] 都有過去十年
[62:46.22 - 62:47.22] 都發生的看到
[62:47.22 - 62:48.22] 但是就說
[62:48.22 - 62:49.22] 整體這個串
[62:49.22 - 62:50.22] 就是會波動
[62:50.22 - 62:51.22] 但關鍵這個
[62:51.22 - 62:52.22] 主新顯
[62:52.22 - 62:53.22] 確實是在
[62:53.22 - 62:54.22] 時代波段少生的
[62:54.22 - 62:55.22] 對 角度就是
[62:55.22 - 62:56.22] 我們在討論
[62:56.22 - 62:57.22] 你們這個世界
[62:57.22 - 62:58.22] 目前二點零的時候
[62:58.22 - 62:59.22] 或者是剛才
[62:59.22 - 63:00.22] 你再表達
